EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,EMG_8,thumb_theta_1,thumb_theta_2,thumb_theta_3,index_theta_1,index_theta_2,index_theta_3,middle_theta_1,middle_theta_2,middle_theta_3,ring_theta_1,ring_theta_2,ring_theta_3,little_theta_1,little_theta_2,little_theta_3
0.50239724,0.50053775,0.4961251,0.4957049,0.50948143,0.5093072,0.4831572,0.48922634,25.0,25.0,32.0,46.0,63.0,42.0,45.0,36.0,39.0,41.0,63.0,30.0,47.0,68.0,57.0
0.51592475,0.49386138,0.49423543,0.4912586,0.51167244,0.50548184,0.49363196,0.46487403,31.0,31.0,48.0,72.0,51.0,57.0,24.0,13.0,11.0,23.0,15.0,28.0,2.0,26.0,15.0
0.5009941,0.494366,0.4924116,0.4957049,0.50660217,0.4956252,0.4885567,0.4926175,40.0,39.0,46.0,32.0,44.0,59.0,58.0,60.0,48.0,72.0,77.0,72.0,67.0,62.0,68.0
0.4772546,0.4659858,0.47527015,0.50845855,0.45397487,0.5119346,0.48393965,0.5163729,21.0,31.0,39.0,74.0,51.0,58.0,26.0,29.0,6.0,10.0,7.0,6.0,2.0,1.0,14.0
0.50748175,0.495356,0.4513942,0.50374067,0.4655256,0.50711775,0.47812697,0.50671816,36.0,25.0,31.0,68.0,48.0,48.0,19.0,15.0,18.0,28.0,10.0,2.0,7.0,1.0,22.0
0.50095147,0.47720435,0.48987278,0.48720798,0.48068437,0.5093072,0.4885567,0.47623268,23.0,29.0,54.0,48.0,61.0,47.0,60.0,33.0,38.0,32.0,59.0,34.0,32.0,56.0,52.0
0.5035054,0.49682572,0.4920936,0.4957049,0.50660217,0.50250286,0.4885567,0.48706025,33.0,54.0,37.0,38.0,32.0,23.0,69.0,47.0,50.0,69.0,64.0,69.0,66.0,67.0,72.0
0.5009941,0.49206874,0.4920936,0.4957049,0.50660217,0.49952573,0.4885567,0.4926175,46.0,50.0,44.0,42.0,28.0,37.0,52.0,59.0,48.0,84.0,64.0,67.0,68.0,68.0,66.0
0.5009941,0.49206874,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.4926175,49.0,56.0,58.0,40.0,36.0,45.0,51.0,53.0,57.0,82.0,79.0,63.0,67.0,68.0,70.0
0.48822552,0.4892264,0.47777453,0.5026549,0.50969845,0.50479704,0.49416378,0.5078906,18.0,17.0,4.0,4.0,3.0,4.0,24.0,2.0,12.0,14.0,27.0,24.0,17.0,2.0,11.0
0.50095147,0.49682572,0.48987278,0.4957049,0.5027411,0.5093072,0.4885567,0.48922634,23.0,33.0,38.0,42.0,51.0,43.0,44.0,46.0,35.0,53.0,43.0,37.0,40.0,65.0,39.0
0.5009941,0.49682572,0.4924116,0.4957049,0.50745493,0.5023709,0.4885567,0.46527967,28.0,32.0,31.0,56.0,48.0,32.0,51.0,62.0,37.0,40.0,57.0,45.0,45.0,59.0,55.0
0.5035054,0.47885203,0.4924116,0.4854629,0.48622677,0.49731076,0.4885567,0.49762928,45.0,32.0,59.0,32.0,56.0,41.0,45.0,38.0,32.0,48.0,54.0,33.0,31.0,46.0,47.0
0.5097147,0.500565,0.47316366,0.47243592,0.4746981,0.5088108,0.4895913,0.4832094,17.0,28.0,37.0,1.0,16.0,9.0,26.0,25.0,21.0,18.0,25.0,25.0,14.0,16.0,13.0
0.5009941,0.50053775,0.4924116,0.4957049,0.51234764,0.50250286,0.4885567,0.48794535,32.0,31.0,59.0,30.0,28.0,27.0,49.0,52.0,47.0,63.0,80.0,64.0,62.0,74.0,60.0
0.5009941,0.50053775,0.4924116,0.4957049,0.50880826,0.49905556,0.4885567,0.46527967,32.0,31.0,51.0,71.0,90.0,80.0,62.0,60.0,67.0,60.0,69.0,72.0,68.0,78.0,63.0
0.49978986,0.48369354,0.48574755,0.49382332,0.46951792,0.50915784,0.49620643,0.47767854,10.0,11.0,7.0,24.0,17.0,16.0,19.0,6.0,9.0,17.0,19.0,30.0,12.0,19.0,22.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,53.0,49.0,65.0,68.0,71.0,60.0,86.0,71.0,60.0,60.0,62.0,61.0,80.0,82.0
0.5035054,0.44276315,0.45988923,0.47518942,0.47510928,0.5043866,0.5181583,0.51027703,42.0,17.0,48.0,59.0,48.0,52.0,25.0,15.0,24.0,21.0,29.0,8.0,10.0,28.0,19.0
0.5090446,0.43493915,0.48032597,0.48996842,0.48134866,0.50829464,0.49199498,0.5018567,29.0,1.0,15.0,9.0,9.0,20.0,25.0,8.0,6.0,23.0,1.0,6.0,7.0,3.0,9.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,31.0,47.0,54.0,60.0,71.0,78.0,67.0,65.0,65.0,60.0,82.0,65.0,64.0,63.0,60.0
0.49810556,0.47767124,0.48987278,0.4859365,0.47395378,0.5098414,0.4885567,0.46439457,18.0,44.0,32.0,53.0,45.0,58.0,55.0,33.0,37.0,42.0,45.0,31.0,31.0,46.0,46.0
0.5009941,0.49687776,0.4924116,0.4957049,0.5030628,0.5075281,0.4885567,0.48366416,40.0,39.0,33.0,53.0,52.0,32.0,59.0,59.0,34.0,36.0,68.0,57.0,41.0,31.0,57.0
0.5009941,0.50156724,0.49726337,0.4957049,0.5043736,0.49609765,0.4831572,0.49740192,41.0,21.0,40.0,41.0,72.0,41.0,54.0,67.0,59.0,47.0,69.0,33.0,40.0,57.0,32.0
0.5009941,0.49682572,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.4888724,38.0,42.0,37.0,31.0,45.0,50.0,50.0,68.0,53.0,37.0,45.0,58.0,58.0,58.0,35.0
0.5091314,0.495356,0.49997595,0.48819464,0.4655256,0.50436634,0.48626697,0.497564,34.0,27.0,58.0,74.0,57.0,55.0,18.0,6.0,8.0,7.0,16.0,9.0,18.0,4.0,22.0
0.5009941,0.48080757,0.4920936,0.4957049,0.50660217,0.5048374,0.4885567,0.4926175,41.0,51.0,47.0,22.0,24.0,5.0,52.0,49.0,59.0,86.0,74.0,65.0,63.0,70.0,67.0
0.5194107,0.463139,0.49477184,0.48702583,0.49030998,0.51032585,0.49101916,0.50325084,4.0,4.0,18.0,22.0,26.0,20.0,16.0,4.0,4.0,26.0,0.0,6.0,0.0,25.0,9.0
0.50095147,0.50053775,0.48987278,0.4957049,0.512026,0.5093072,0.4885567,0.48865798,22.0,31.0,53.0,39.0,39.0,47.0,60.0,47.0,32.0,55.0,32.0,35.0,52.0,54.0,36.0
0.5191697,0.49085444,0.47817475,0.46155885,0.49034244,0.49907905,0.4895913,0.46103203,34.0,35.0,49.0,66.0,59.0,49.0,21.0,30.0,10.0,3.0,16.0,21.0,12.0,21.0,10.0
0.5329993,0.48134297,0.5046335,0.46155885,0.47927523,0.50711775,0.48517513,0.4614271,29.0,25.0,44.0,62.0,54.0,49.0,29.0,23.0,0.0,10.0,14.0,19.0,4.0,11.0,23.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46932754,43.0,33.0,83.0,70.0,74.0,73.0,64.0,62.0,64.0,60.0,69.0,73.0,72.0,70.0,85.0
0.50881964,0.46234986,0.44101858,0.4957049,0.47278762,0.4959251,0.45621264,0.48922634,31.0,41.0,51.0,7.0,47.0,53.0,59.0,47.0,48.0,88.0,64.0,67.0,64.0,67.0,72.0
0.49988592,0.4993375,0.48987278,0.4957049,0.5043403,0.5098414,0.4885567,0.47705463,25.0,42.0,32.0,43.0,74.0,38.0,31.0,65.0,51.0,33.0,45.0,53.0,58.0,33.0,46.0
0.5035054,0.47551912,0.49412376,0.50249696,0.46241164,0.5043866,0.47762543,0.46816686,36.0,19.0,43.0,50.0,52.0,46.0,1.0,10.0,29.0,22.0,23.0,29.0,7.0,20.0,28.0
0.5148739,0.4401527,0.5013922,0.47593737,0.48526034,0.5090953,0.48529115,0.4721124,29.0,23.0,37.0,73.0,55.0,47.0,11.0,12.0,2.0,9.0,10.0,6.0,7.0,28.0,24.0
0.5009941,0.49206874,0.4924116,0.48978934,0.50660217,0.49614298,0.4885567,0.4926175,54.0,38.0,52.0,25.0,6.0,60.0,66.0,57.0,59.0,81.0,72.0,70.0,68.0,68.0,64.0
0.5148739,0.4401527,0.5013922,0.4763533,0.5077197,0.5090953,0.48482656,0.50671816,29.0,30.0,57.0,60.0,49.0,59.0,11.0,10.0,7.0,29.0,4.0,2.0,0.0,29.0,19.0
0.5091314,0.48353657,0.4994252,0.48819464,0.4728169,0.5043866,0.50830394,0.49333912,45.0,21.0,57.0,51.0,48.0,56.0,24.0,18.0,13.0,14.0,25.0,13.0,28.0,7.0,20.0
0.51201963,0.4980522,0.4954682,0.49970403,0.5145075,0.4997934,0.47762543,0.46747506,29.0,25.0,30.0,18.0,20.0,11.0,13.0,0.0,19.0,5.0,21.0,25.0,28.0,27.0,14.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46404064,38.0,54.0,63.0,67.0,66.0,68.0,63.0,91.0,65.0,60.0,81.0,64.0,66.0,89.0,81.0
0.5035054,0.48057455,0.49726337,0.4957049,0.507913,0.49797705,0.49012205,0.48307252,44.0,19.0,33.0,49.0,30.0,45.0,41.0,40.0,56.0,52.0,65.0,56.0,39.0,41.0,48.0
0.5009941,0.50053775,0.49726337,0.4957049,0.507913,0.4956252,0.4831572,0.4916099,37.0,18.0,35.0,42.0,35.0,39.0,30.0,71.0,54.0,46.0,52.0,52.0,54.0,53.0,53.0
0.49988592,0.50053775,0.4961251,0.4957049,0.50948143,0.5093072,0.4831572,0.49011144,25.0,25.0,52.0,32.0,74.0,31.0,32.0,62.0,60.0,47.0,35.0,49.0,42.0,51.0,44.0
0.49603593,0.49363115,0.4912907,0.494546,0.49816242,0.50801456,0.48876813,0.49840266,15.0,13.0,24.0,27.0,7.0,20.0,16.0,12.0,14.0,3.0,28.0,15.0,26.0,13.0,3.0
0.5022854,0.49206874,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.4917324,58.0,50.0,54.0,39.0,34.0,54.0,63.0,48.0,52.0,72.0,64.0,74.0,64.0,60.0,71.0
0.5009941,0.49362022,0.4920936,0.4957049,0.50660217,0.5048374,0.4885567,0.4888724,38.0,46.0,59.0,23.0,47.0,6.0,59.0,53.0,53.0,75.0,65.0,70.0,65.0,72.0,73.0
0.4772546,0.43748224,0.48104975,0.4962505,0.49312684,0.5194734,0.47812697,0.51947075,17.0,11.0,22.0,15.0,1.0,23.0,21.0,15.0,20.0,20.0,6.0,9.0,27.0,2.0,1.0
0.49988592,0.50053775,0.4961886,0.4957049,0.51234764,0.50241697,0.4898435,0.46527967,27.0,26.0,41.0,50.0,47.0,38.0,44.0,67.0,46.0,49.0,70.0,50.0,44.0,44.0,46.0
0.5089631,0.48312,0.49412376,0.48819464,0.46500257,0.5043866,0.5089772,0.49310917,41.0,32.0,47.0,66.0,56.0,58.0,29.0,2.0,29.0,2.0,27.0,18.0,27.0,7.0,28.0
0.4804223,0.4988351,0.49561426,0.51041585,0.51303077,0.50735456,0.48666218,0.5047337,17.0,29.0,20.0,22.0,4.0,2.0,28.0,3.0,16.0,4.0,20.0,1.0,2.0,7.0,7.0
0.49810556,0.49573216,0.47274166,0.47243592,0.48681042,0.50906545,0.48976037,0.46672136,16.0,21.0,45.0,18.0,17.0,9.0,19.0,21.0,18.0,0.0,10.0,15.0,14.0,18.0,18.0
0.5009941,0.50053775,0.49726337,0.4957049,0.48815358,0.4986733,0.4831572,0.49335405,34.0,22.0,42.0,45.0,70.0,33.0,53.0,71.0,36.0,43.0,60.0,44.0,35.0,51.0,36.0
0.4975257,0.49682572,0.48987278,0.4957049,0.5062805,0.5094717,0.4885567,0.48265725,23.0,37.0,31.0,47.0,40.0,36.0,52.0,50.0,39.0,35.0,38.0,35.0,38.0,62.0,52.0
0.48505783,0.4765302,0.48594052,0.50745696,0.46544245,0.50637126,0.49295324,0.46165705,21.0,3.0,41.0,10.0,11.0,21.0,8.0,28.0,1.0,6.0,27.0,27.0,4.0,2.0,11.0
0.5009941,0.494366,0.4924116,0.4957049,0.5030628,0.5007365,0.4885567,0.46720248,40.0,36.0,35.0,53.0,72.0,49.0,55.0,50.0,45.0,53.0,33.0,39.0,56.0,46.0,42.0
0.48505783,0.48212093,0.4820834,0.5150485,0.49585694,0.51483387,0.47787735,0.49840266,6.0,18.0,10.0,16.0,27.0,16.0,25.0,9.0,17.0,2.0,13.0,26.0,29.0,2.0,12.0
0.5065521,0.46234986,0.4381119,0.4957049,0.4823811,0.4959251,0.45621264,0.4887822,37.0,36.0,44.0,9.0,53.0,56.0,46.0,49.0,57.0,63.0,62.0,69.0,61.0,69.0,73.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,58.0,55.0,69.0,72.0,75.0,69.0,81.0,87.0,60.0,63.0,82.0,75.0,83.0,77.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,51.0,40.0,86.0,74.0,81.0,78.0,69.0,85.0,74.0,60.0,99.0,77.0,73.0,94.0,86.0
0.5123323,0.49782827,0.48935658,0.49118364,0.50314504,0.49860153,0.47614756,0.47420713,29.0,36.0,21.0,75.0,45.0,49.0,20.0,18.0,27.0,16.0,19.0,21.0,30.0,17.0,10.0
0.52978367,0.4913863,0.49997595,0.49500805,0.4863689,0.50436634,0.49425325,0.4679322,32.0,35.0,35.0,69.0,56.0,47.0,11.0,11.0,3.0,21.0,16.0,13.0,24.0,14.0,17.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,44.0,35.0,50.0,66.0,78.0,60.0,68.0,70.0,66.0,60.0,73.0,87.0,76.0,94.0,64.0
0.5191697,0.43318373,0.49425626,0.4653357,0.46069834,0.49860153,0.47378948,0.5128447,38.0,42.0,36.0,64.0,50.0,51.0,21.0,21.0,12.0,28.0,28.0,10.0,19.0,24.0,9.0
0.5148739,0.48435903,0.5022829,0.49580458,0.46464026,0.50436634,0.5089772,0.4796106,41.0,23.0,32.0,57.0,58.0,58.0,22.0,9.0,6.0,4.0,17.0,20.0,1.0,26.0,29.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,41.0,51.0,69.0,71.0,68.0,86.0,67.0,65.0,75.0,60.0,66.0,75.0,74.0,68.0,87.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46395043,37.0,46.0,87.0,64.0,90.0,84.0,60.0,95.0,77.0,60.0,79.0,72.0,65.0,94.0,87.0
0.51592475,0.49225825,0.4901955,0.5005891,0.4732725,0.50625664,0.48529115,0.5063695,34.0,27.0,45.0,71.0,48.0,57.0,22.0,11.0,9.0,24.0,4.0,9.0,1.0,16.0,15.0
0.5065521,0.46234986,0.43720916,0.4957049,0.4823811,0.5028027,0.45621264,0.48954308,36.0,44.0,36.0,10.0,42.0,24.0,52.0,55.0,53.0,78.0,71.0,68.0,68.0,64.0,66.0
0.5035054,0.50053775,0.49726337,0.4957049,0.5043736,0.49905556,0.4831572,0.47902465,29.0,24.0,51.0,51.0,69.0,45.0,36.0,44.0,36.0,40.0,70.0,40.0,43.0,69.0,48.0
0.5035054,0.50053775,0.49726337,0.4957049,0.5076044,0.49905556,0.4831572,0.47932744,38.0,19.0,44.0,54.0,50.0,43.0,47.0,44.0,59.0,51.0,37.0,40.0,59.0,63.0,47.0
0.48631135,0.48333666,0.49530885,0.5209753,0.50204504,0.5181407,0.4959642,0.50982,13.0,15.0,3.0,27.0,1.0,21.0,4.0,27.0,21.0,7.0,7.0,3.0,5.0,10.0,24.0
0.50888664,0.4893431,0.48674092,0.4962429,0.48138428,0.49860153,0.49047843,0.47475457,28.0,26.0,50.0,70.0,45.0,59.0,13.0,15.0,4.0,11.0,29.0,28.0,3.0,6.0,9.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,54.0,55.0,88.0,65.0,76.0,76.0,63.0,81.0,86.0,60.0,85.0,76.0,64.0,70.0,71.0
0.5009941,0.494366,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,40.0,54.0,53.0,64.0,83.0,77.0,70.0,95.0,60.0,60.0,74.0,63.0,69.0,64.0,79.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,33.0,57.0,48.0,64.0,61.0,65.0,64.0,87.0,79.0,60.0,99.0,75.0,70.0,75.0,84.0
0.52925426,0.50153977,0.49021262,0.4973982,0.50001454,0.51078594,0.49620643,0.45772558,2.0,22.0,30.0,12.0,5.0,21.0,10.0,8.0,1.0,29.0,25.0,17.0,23.0,13.0,9.0
0.50239724,0.49785525,0.4908761,0.4957049,0.50660217,0.5012668,0.4885567,0.48706025,27.0,44.0,55.0,40.0,33.0,55.0,53.0,41.0,49.0,39.0,72.0,49.0,46.0,63.0,33.0
0.4789823,0.4659858,0.4807347,0.52811384,0.45580217,0.5159109,0.4867845,0.51972115,8.0,27.0,39.0,24.0,16.0,12.0,17.0,23.0,22.0,30.0,0.0,8.0,28.0,4.0,9.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49731076,0.4885567,0.4926175,43.0,39.0,58.0,41.0,60.0,53.0,39.0,62.0,50.0,56.0,46.0,47.0,36.0,50.0,40.0
0.5017187,0.45174643,0.49684992,0.46868107,0.45903403,0.5167006,0.48025134,0.5144611,0.0,5.0,37.0,11.0,4.0,24.0,16.0,15.0,13.0,2.0,21.0,8.0,2.0,18.0,27.0
0.4819048,0.4943429,0.4872837,0.5109432,0.4898465,0.5074678,0.48163798,0.51098895,20.0,30.0,50.0,63.0,56.0,60.0,23.0,3.0,16.0,28.0,10.0,12.0,10.0,1.0,8.0
0.5009941,0.49206874,0.4920936,0.4957049,0.50660217,0.4956252,0.4885567,0.4926175,54.0,46.0,54.0,41.0,34.0,53.0,59.0,56.0,58.0,74.0,69.0,70.0,62.0,67.0,74.0
0.5035054,0.47652233,0.4924116,0.48720798,0.49038348,0.4990057,0.4885567,0.46690062,40.0,41.0,35.0,56.0,70.0,32.0,52.0,31.0,46.0,51.0,65.0,54.0,32.0,46.0,51.0
0.5009941,0.49682572,0.4924116,0.4957049,0.50660217,0.5013425,0.4885567,0.48794535,28.0,39.0,52.0,42.0,32.0,33.0,44.0,66.0,41.0,51.0,36.0,34.0,54.0,43.0,35.0
0.5009941,0.5005897,0.503046,0.4957049,0.507913,0.49997988,0.49012205,0.4812447,42.0,16.0,31.0,48.0,33.0,49.0,45.0,55.0,44.0,50.0,61.0,41.0,45.0,35.0,38.0
0.50340915,0.492909,0.49350724,0.47835147,0.47592053,0.5002925,0.48612,0.49182895,35.0,24.0,53.0,65.0,47.0,57.0,11.0,24.0,22.0,30.0,14.0,29.0,25.0,12.0,12.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,36.0,53.0,51.0,69.0,98.0,85.0,69.0,90.0,75.0,60.0,63.0,62.0,77.0,62.0,76.0
0.50095147,0.5030495,0.48974445,0.4957049,0.512026,0.5093072,0.48871872,0.46222848,23.0,27.0,60.0,55.0,34.0,44.0,43.0,31.0,50.0,48.0,33.0,30.0,39.0,38.0,44.0
0.5035054,0.49206874,0.4924116,0.4957049,0.5030628,0.49952573,0.4885567,0.4917324,45.0,37.0,44.0,34.0,70.0,36.0,38.0,37.0,49.0,53.0,54.0,47.0,54.0,70.0,36.0
0.5035054,0.50053775,0.4924116,0.4957049,0.50880826,0.49997988,0.4885567,0.48922634,30.0,31.0,35.0,32.0,54.0,41.0,52.0,39.0,41.0,40.0,44.0,56.0,54.0,43.0,37.0
0.5009941,0.47806278,0.4924116,0.4957049,0.51234764,0.49731076,0.48871872,0.4941593,45.0,28.0,59.0,38.0,41.0,40.0,50.0,65.0,43.0,57.0,64.0,34.0,38.0,46.0,53.0
0.5127925,0.4985361,0.48097154,0.47954735,0.4859077,0.5086355,0.49295324,0.47665605,27.0,21.0,27.0,26.0,7.0,4.0,5.0,23.0,26.0,11.0,1.0,17.0,4.0,16.0,6.0
0.5194324,0.4948687,0.4898019,0.5083747,0.49124154,0.5019175,0.47766602,0.5110269,21.0,16.0,58.0,71.0,51.0,52.0,11.0,4.0,14.0,22.0,27.0,9.0,5.0,17.0,2.0
0.5027556,0.48584875,0.5015419,0.4854629,0.4884975,0.5090953,0.47878364,0.50148463,32.0,25.0,24.0,68.0,59.0,58.0,2.0,26.0,26.0,30.0,11.0,11.0,10.0,14.0,19.0
0.4953892,0.49718037,0.48847786,0.5026549,0.50786865,0.50508755,0.48302108,0.5078906,16.0,8.0,11.0,15.0,19.0,3.0,17.0,0.0,23.0,28.0,20.0,15.0,15.0,10.0,3.0
0.5000855,0.4401527,0.48461714,0.49970528,0.48960328,0.5205842,0.47377157,0.51947075,2.0,15.0,9.0,28.0,4.0,25.0,4.0,16.0,19.0,1.0,5.0,2.0,4.0,22.0,8.0
0.5009941,0.49682572,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,36.0,49.0,65.0,72.0,71.0,62.0,62.0,94.0,89.0,60.0,95.0,72.0,75.0,93.0,87.0
0.48655048,0.4637228,0.4879917,0.52827656,0.4477722,0.514339,0.4968789,0.5126984,1.0,3.0,7.0,12.0,28.0,5.0,17.0,27.0,27.0,29.0,14.0,4.0,19.0,0.0,29.0
0.50748175,0.48165315,0.4513942,0.5084425,0.46950784,0.50711775,0.47787735,0.4948136,34.0,23.0,34.0,51.0,57.0,52.0,21.0,15.0,17.0,21.0,2.0,12.0,3.0,4.0,21.0
0.5009941,0.49206874,0.4920936,0.4957049,0.50660217,0.50250286,0.4885567,0.4926175,53.0,46.0,34.0,24.0,32.0,16.0,55.0,49.0,56.0,73.0,66.0,61.0,69.0,74.0,65.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,51.0,51.0,50.0,73.0,61.0,61.0,62.0,66.0,82.0,60.0,86.0,81.0,77.0,75.0,73.0
0.5009941,0.49206874,0.4920936,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,57.0,55.0,84.0,70.0,97.0,80.0,66.0,83.0,75.0,60.0,76.0,69.0,66.0,64.0,69.0
0.5186276,0.4904953,0.49135137,0.4904599,0.49150762,0.49860153,0.49047843,0.4625652,34.0,25.0,48.0,73.0,53.0,51.0,28.0,5.0,9.0,10.0,29.0,23.0,23.0,24.0,12.0
0.51475316,0.4343845,0.49616793,0.486407,0.47317877,0.51026726,0.47377157,0.5137036,2.0,4.0,21.0,15.0,14.0,18.0,29.0,13.0,23.0,6.0,19.0,10.0,29.0,29.0,6.0
0.5194324,0.44406164,0.47527015,0.46155885,0.45493466,0.5087159,0.47663432,0.51972115,17.0,34.0,50.0,69.0,48.0,48.0,2.0,20.0,9.0,9.0,14.0,8.0,13.0,23.0,4.0
0.5009941,0.49682572,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46527967,34.0,39.0,67.0,64.0,92.0,72.0,66.0,94.0,89.0,60.0,68.0,79.0,79.0,81.0,69.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,59.0,38.0,52.0,62.0,74.0,69.0,61.0,69.0,74.0,60.0,67.0,74.0,72.0,64.0,76.0
0.4923344,0.4993375,0.48987278,0.5031157,0.5027411,0.5093072,0.4885567,0.47963703,16.0,34.0,50.0,37.0,68.0,47.0,47.0,49.0,34.0,50.0,58.0,58.0,56.0,36.0,56.0
0.5009941,0.49206874,0.4924116,0.4957049,0.5030628,0.49905556,0.4885567,0.46778572,57.0,34.0,66.0,68.0,65.0,61.0,61.0,95.0,75.0,60.0,95.0,64.0,60.0,98.0,86.0
0.5065521,0.46699476,0.44101858,0.4957049,0.4823811,0.5028027,0.45621264,0.4926175,46.0,40.0,57.0,8.0,40.0,19.0,65.0,57.0,53.0,66.0,78.0,65.0,62.0,70.0,75.0
0.5065521,0.46699476,0.4381119,0.4957049,0.4823811,0.5048374,0.45621264,0.4941593,51.0,33.0,34.0,7.0,53.0,6.0,69.0,49.0,49.0,65.0,74.0,61.0,65.0,63.0,64.0
0.50477916,0.4739643,0.46830276,0.50035274,0.46806517,0.50959474,0.47343335,0.5017594,31.0,42.0,18.0,57.0,46.0,52.0,15.0,11.0,28.0,28.0,6.0,11.0,4.0,21.0,23.0
0.5069555,0.495356,0.48714426,0.48028684,0.4845635,0.5002925,0.48626697,0.50325084,28.0,19.0,51.0,74.0,52.0,50.0,23.0,10.0,5.0,3.0,8.0,5.0,14.0,9.0,8.0
0.48655048,0.4775925,0.46088564,0.523267,0.44779488,0.50944513,0.5026109,0.5112558,4.0,14.0,7.0,6.0,6.0,18.0,20.0,22.0,22.0,26.0,8.0,16.0,4.0,6.0,26.0
0.52141255,0.49350223,0.49664825,0.494546,0.50195944,0.5050826,0.47762543,0.4697507,22.0,24.0,47.0,53.0,53.0,54.0,16.0,9.0,25.0,15.0,30.0,17.0,26.0,29.0,6.0
0.50748175,0.4791716,0.49234813,0.5145323,0.46727923,0.513126,0.49363196,0.49307078,29.0,24.0,33.0,15.0,10.0,17.0,17.0,2.0,10.0,20.0,6.0,23.0,5.0,6.0,21.0
0.51305187,0.47815984,0.4463779,0.46155885,0.4626215,0.50436634,0.44467556,0.5055932,43.0,42.0,20.0,66.0,48.0,52.0,17.0,30.0,8.0,24.0,16.0,11.0,2.0,19.0,27.0
0.5035054,0.49206874,0.4920936,0.4957049,0.5062936,0.50250286,0.4885567,0.4917324,45.0,57.0,47.0,33.0,50.0,19.0,63.0,46.0,52.0,64.0,69.0,72.0,61.0,66.0,64.0
0.5017187,0.49171627,0.4844438,0.5066503,0.4795384,0.51279455,0.47762543,0.4625226,20.0,18.0,43.0,0.0,8.0,12.0,1.0,12.0,17.0,28.0,20.0,15.0,9.0,23.0,19.0
0.5033828,0.4844754,0.45742276,0.49274105,0.48960328,0.5145847,0.48515508,0.51947075,12.0,20.0,1.0,24.0,0.0,22.0,5.0,20.0,3.0,21.0,24.0,1.0,5.0,26.0,6.0
0.4962622,0.4920633,0.47199303,0.48092487,0.46830615,0.5108007,0.4895913,0.49840266,15.0,17.0,41.0,9.0,27.0,0.0,9.0,23.0,10.0,9.0,13.0,16.0,24.0,13.0,12.0
0.51305187,0.4794311,0.48229605,0.4806164,0.4930042,0.5108211,0.49477604,0.46188185,16.0,29.0,19.0,51.0,57.0,56.0,11.0,17.0,1.0,5.0,24.0,19.0,30.0,23.0,25.0
0.5009941,0.47806278,0.4924116,0.4957049,0.51234764,0.49952573,0.4885567,0.4941593,50.0,31.0,50.0,28.0,34.0,37.0,59.0,50.0,59.0,75.0,65.0,70.0,67.0,70.0,64.0
0.50095147,0.49682572,0.48987278,0.4957049,0.5062805,0.5098414,0.4885567,0.46439457,23.0,42.0,30.0,52.0,43.0,58.0,36.0,38.0,41.0,57.0,68.0,37.0,52.0,46.0,58.0
0.49723387,0.47788054,0.48667067,0.4940188,0.4967706,0.51281166,0.48353451,0.50424904,0.0,24.0,10.0,12.0,24.0,4.0,3.0,3.0,29.0,30.0,4.0,9.0,23.0,15.0,4.0
0.50748175,0.47955105,0.5046335,0.4935049,0.4697361,0.50829655,0.4978526,0.49134266,29.0,18.0,24.0,19.0,16.0,24.0,30.0,22.0,25.0,4.0,7.0,18.0,17.0,3.0,25.0
0.5035054,0.44276315,0.48306462,0.47029588,0.4761873,0.5043866,0.47377157,0.497564,33.0,42.0,50.0,63.0,47.0,52.0,3.0,5.0,19.0,18.0,25.0,0.0,19.0,23.0,20.0
